h

h
<CR>Bad command!

/> 
h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
11 8 22 373 17006 
11 8 37 373 17006 
11 8 52 373 17006 
11 9 7 373 17006 
11 9 22 373 17006 
11 9 37 373 17006 
11 9 52 373 17006 
11 10 7 373 17006 
11 10 22 373 17006 
11 10 37 373 17006 
11 10 52 373 17006 
11 11 7 373 17006 
11 11 56 373 17006 
11 12 11 372 17006 
11 12 26 373 17006 
11 12 41 373 17006 
11 12 56 373 17006 
11 13 11 373 17006 
11 13 26 373 17006 
11 13 41 374 17006 
11 13 56 373 17006 
11 14 11 373 17006 
11 14 26 373 17006 
11 14 41 373 17006 
11 14 56 373 17006 
11 15 11 373 17006 
11 15 26 373 17006 
11 15 41 373 17006 
11 15 56 373 17006 
11 16 11 373 17006 
11 16 26 373 17006 
11 16 41 373 17006 
11 16 56 373 17006 
11 17 11 373 17006 
11 17 26 373 17006 
11 17 41 373 17006 
11 17 56 373 17006 
11 18 11 373 17006 
11 18 26 373 17006 
11 18 42 373 17006 
11 18 57 373 17006 
11 19 12 373 17006 
11 19 27 373 17006 
11 19 42 373 17006 
11 19 57 373 17006 
11 20 12 373 17006 
11 20 27 373 17006 
11 20 42 373 17006 
11 20 57 373 17006 
11 21 12 373 17006 
11 21 27 373 17006 
11 21 42 373 17006 
11 21 57 373 17006 
11 22 12 373 17006 
11 22 27 373 17006 
11 22 42 373 17006 
11 22 57 373 17006 
11 23 12 373 17006 
11 23 27 373 17006 
11 23 42 373 17006 
11 23 57 373 17006 
11 24 12 373 17006 
11 24 27 373 17006 
11 24 42 373 17006 
11 24 57 373 17006 
11 25 12 373 17006 
11 25 27 373 17006 
11 25 42 373 17006 
11 25 57 373 17006 
11 26 12 373 17006 
11 27 2 373 17006 
11 27 17 373 17006 
11 27 32 373 17006 
11 27 47 373 17006 
11 28 2 373 17006 
11 28 17 373 17006 
11 28 32 373 17006 
11 28 47 374 17006 
11 29 2 373 17006 
11 29 17 373 17006 
11 29 32 373 17006 
11 29 47 373 17006 
11 30 2 373 17006 
11 30 17 373 17006 
11 30 32 373 17006 
11 30 47 373 17006 
11 31 2 373 17006 
11 31 17 373 17006 
11 31 32 373 17006 
11 31 47 373 17006 
11 32 2 373 17006 
11 32 17 373 17006 
11 32 32 373 17006 
11 32 47 373 17006 
11 33 2 373 17006 
11 33 17 373 17006 
11 33 32 373 17006 
11 33 47 373 17006 
11 34 2 373 17006 
11 34 17 373 17006 
11 34 32 373 17006 
11 34 47 372 17006 
11 35 2 373 17006 
11 35 17 373 17006 
11 35 32 373 17006 
11 35 47 373 17006 
11 36 2 373 17006 
11 36 17 373 17006 
11 36 32 373 17006 
11 36 47 373 17006 
11 37 2 373 17006 
11 37 17 373 17006 
11 37 32 373 17006 
11 37 47 373 17006 
11 38 2 373 17006 
11 38 17 373 17006 
11 38 32 373 17006 
11 38 47 373 17006 
11 39 2 374 17006 
11 39 17 373 17006 
11 39 32 373 17006 
11 39 47 373 17006 
11 40 2 373 17006 
11 40 17 373 17006 
11 40 32 373 17006 
11 40 47 373 17006 
11 41 2 373 17006 
11 41 17 373 17006 
11 42 7 373 17006 
11 42 22 373 17006 
11 42 37 373 17006 
11 42 52 373 17006 
11 43 7 373 17006 
11 43 22 373 17006 
11 43 37 373 17006 
11 43 52 373 17006 
11 44 7 374 17006 
11 44 22 373 17006 
11 44 37 373 17006 
11 44 52 373 17006 
11 45 7 373 17006 
11 45 22 373 17006 
11 45 37 373 17006 
11 45 52 373 17006 
11 46 7 373 17006 
11 46 22 373 17006 
11 46 37 373 17006 
11 46 52 373 17006 
11 47 7 373 17006 
11 47 22 373 17006 
11 47 37 373 17006 
