h

h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
12 29 36 12 8958 
12 29 52 13 8958 
12 30 6 12 8958 
12 30 22 13 8958 
12 30 36 12 8958 
12 30 52 13 8958 
12 31 6 12 8958 
12 31 22 13 8958 
12 31 36 12 8958 
12 31 52 13 8958 
12 32 6 12 8958 
12 32 22 13 8958 
12 32 36 12 8958 
12 32 52 13 8958 
12 33 6 12 8958 
12 33 22 13 8958 
12 33 36 12 8958 
12 33 52 13 8958 
12 34 6 12 8897 
12 34 22 13 8958 
12 34 36 12 8958 
12 34 52 13 8958 
12 35 6 12 8958 
12 35 22 13 8958 
12 35 36 12 8958 
12 35 52 13 8958 
12 36 6 12 8958 
12 36 22 13 8958 
12 36 36 12 8958 
12 36 52 13 8958 
12 39 22 13 8958 
12 39 36 12 8958 
12 39 52 13 8958 
12 40 6 12 8958 
12 40 22 13 8958 
12 40 36 12 8958 
12 40 52 13 8958 
12 41 6 12 8958 
12 41 22 13 8958 
12 41 36 12 8897 
12 41 52 13 8958 
12 42 6 12 8958 
12 42 22 13 8958 
12 42 36 12 8897 
12 42 52 13 8897 
12 43 6 12 8958 
12 43 22 13 8958 
12 43 36 12 8958 
12 43 52 13 8958 
12 44 6 12 8958 
12 44 22 13 8897 
12 44 36 12 8958 
12 44 52 13 8958 
12 45 6 12 8958 
12 45 22 13 8958 
12 45 36 12 8958 
12 45 52 13 8958 
12 46 6 12 8958 
12 46 22 13 8897 
12 46 36 12 8958 
12 46 52 13 8897 
12 47 6 12 8897 
12 47 22 13 8958 
12 47 36 12 8958 
12 47 52 13 8897 
12 48 6 12 8958 
12 48 22 13 8958 
12 48 36 12 8958 
12 48 52 13 8958 
